frame,labelimageId,trackId,lineageId,parentTrackId,mergerLabelId,Convexity_0,Number_of_Defects_0,Mean_Defect_Displacement_0,Mean_Defect_Area_0,Variance_of_Defect_Area_0,Convex_Hull_Center_0,Convex_Hull_Center_1,Object_Center_0,Object_Center_1,Object_Area_0,Kurtosis_of_Intensity_0,Maximum_intensity_0,Mean_Intensity_0,Minimum_intensity_0,Principal_components_of_the_object_0,Principal_components_of_the_object_1,Principal_components_of_the_object_2,Principal_components_of_the_object_3,Radii_of_the_object_0,Radii_of_the_object_1,Skewness_of_Intensity_0,Total_Intensity_0,Variance_of_Intensity_0,Average_Branch_Length_0,Number_of_Branches_0,Diameter_0,Euclidean_Diameter_0,Number_of_Holes_0,Center_of_the_Skeleton_0,Center_of_the_Skeleton_1,Terminal_1_0,Terminal_1_1,Terminal_2_0,Terminal_2_1,Length_of_the_Skeleton_0,Bounding_Box_Maximum_0,Bounding_Box_Maximum_1,Bounding_Box_Minimum_0,Bounding_Box_Minimum_1,Size_in_pixels_0,Center_of_the_object_0,Center_of_the_object_1
219,1,17,17,0,0,0.664883,4,21.362535,125.250000,20406.916016,1400.000000,50.000000,1395.031128,51.249496,994.000000,-1.109172,57.000000,38.065392,21.000000,0.997174,0.075133,0.075133,-0.997174,17.416348,5.009542,0.035283,37837.000000,69.028923,13.426085,13,68.556351,62.585941,0,1399,52,1371.000000,41.000000,1432.000000,55.000000,174.539108,1432,61,1368,39,994.000000,1395,51
219,2,10,10,0,0,0.538123,4,18.680841,157.500000,29053.666016,383.500000,218.500000,379.224792,219.640320,734.000000,-0.812390,49.000000,28.918257,12.000000,0.989404,0.145188,0.145188,-0.989404,15.535341,4.174071,0.444415,21226.000000,65.889778,16.938364,7,68.041634,61.008198,0,383,220,414.000000,225.000000,353.000000,224.000000,118.568542,414,229,353,208,734.000000,379,219
219,3,-1,-1,0,0,0.640097,4,8.651769,37.250000,1541.583374,329.500000,343.000000,328.422638,342.577362,265.000000,-0.306750,17.000000,11.166038,5.000000,-0.287036,-0.957920,0.957920,-0.287036,6.438601,3.606912,0.044837,2959.000000,5.278092,5.880204,16,29.313709,22.671568,0,329,342,321.000000,351.000000,338.000000,336.000000,94.083260,338,354,321,332,265.000000,328,342
219,4,15,15,0,0,0.684000,4,11.598563,39.500000,383.000000,714.000000,560.500000,712.842102,560.371338,342.000000,-0.400555,16.000000,10.201755,5.000000,0.999204,0.039901,0.039901,-0.999204,5.925982,4.789489,-0.261468,3489.000000,4.646430,6.623402,20,26.899494,24.186773,0,714,559,702.000000,558.000000,726.000000,561.000000,132.468033,726,570,702,551,342.000000,712,560
219,5,-1,-1,0,0,0.657895,4,6.780013,13.000000,282.000000,739.000000,559.500000,737.719971,558.940002,100.000000,-0.549679,14.000000,11.350000,8.000000,0.983024,-0.183478,-0.183478,-0.983024,4.912446,1.739504,-0.107266,1135.000000,1.867500,4.521320,10,19.656855,18.439089,0,739,558,730.000000,561.000000,748.000000,557.000000,45.213203,748,563,730,556,100.000000,737,558
219,6,12,12,0,0,0.543144,4,18.615955,170.750000,34886.917969,554.000000,685.000000,560.455688,684.135498,812.000000,-0.524853,53.000000,26.963055,5.000000,0.999079,0.042918,0.042918,-0.999079,17.173849,4.506474,0.443338,21894.000000,118.466614,15.883395,7,69.970566,64.132675,0,555,684,585.000000,694.000000,522.000000,682.000000,111.183769,586,696,522,674,812.000000,560,684
219,7,18,18,0,0,0.665116,5,16.212931,72.000000,8589.500000,952.000000,895.000000,949.693726,896.892334,715.000000,-0.130004,55.000000,33.304893,10.000000,0.992857,0.119311,0.119311,-0.992857,11.253548,5.742414,-0.136062,23813.000000,79.372772,8.070281,31,50.455845,42.107006,0,951,897,931.000000,907.000000,973.000000,904.000000,250.178711,973,907,931,883,715.000000,949,896
219,8,8,8,0,0,0.611806,4,21.362839,139.750000,18848.916016,539.500000,1029.500000,533.321228,1029.090820,881.000000,-0.593681,54.000000,30.515324,9.000000,0.999654,-0.026314,-0.026314,-0.999654,15.037647,5.241669,0.146766,26884.000000,92.392784,8.402401,33,63.142136,59.000000,0,539,1030,510.000000,1028.000000,569.000000,1028.000000,277.279236,569,1041,510,1018,881.000000,533,1029
219,9,9,9,0,0,0.628145,4,19.007481,118.250000,12632.916992,992.000000,1196.500000,987.235291,1195.949951,799.000000,-0.497124,57.000000,30.948687,10.000000,0.999457,-0.032956,-0.032956,-0.999457,13.536719,5.237391,0.364963,24728.000000,97.553062,8.275990,33,56.970562,51.478149,0,991,1196,967.000000,1204.000000,1018.000000,1197.000000,273.107635,1018,1208,966,1185,799.000000,987,1195
220,1,17,17,0,0,0.740000,4,25.859514,113.750000,8909.583008,1352.500000,51.000000,1348.489624,51.519691,1295.000000,-1.104595,59.000000,41.405407,22.000000,0.999041,0.043779,0.043779,-0.999041,18.177387,5.858456,-0.142104,53620.000000,77.521362,10.444016,31,73.556351,69.584480,0,1352,52,1318.000000,45.000000,1387.000000,54.000000,323.764496,1387,63,1318,39,1295.000000,1348,51
220,2,10,10,0,0,0.606250,5,21.023458,113.400002,19479.300781,360.500000,214.500000,356.663239,215.783508,873.000000,-1.140437,49.000000,29.103092,12.000000,0.987589,0.157060,0.157060,-0.987589,14.232224,5.133218,0.224850,25407.000000,92.365089,8.079219,34,64.627419,57.567352,0,359,216,390.000000,220.000000,335.000000,203.000000,274.693420,390,226,331,203,873.000000,356,215
220,3,-1,-1,0,0,0.681373,4,9.450515,32.500000,1105.666626,316.000000,345.500000,315.618713,343.733826,278.000000,-0.451984,18.000000,11.370503,6.000000,-0.211478,-0.977383,0.977383,-0.211478,6.498300,3.762045,-0.093836,3161.000000,4.916684,5.671257,16,28.313709,25.079872,0,316,344,313.000000,357.000000,323.000000,334.000000,90.740112,324,357,308,334,278.000000,315,343
220,4,-1,-1,0,0,0.705645,4,10.205915,18.250000,254.916672,351.000000,347.500000,349.931427,347.914276,175.000000,-1.248971,42.000000,27.994286,14.000000,0.998630,0.052331,0.052331,-0.998630,8.015153,1.767035,-0.078394,4899.000000,59.537109,16.656855,2,33.313709,30.066593,0,351,348,366.000000,348.000000,336.000000,346.000000,33.313709,366,351,336,344,175.000000,349,347
220,5,15,15,0,0,0.786667,6,12.482528,18.666666,270.666656,697.000000,560.000000,696.251831,559.646484,413.000000,-0.387381,16.000000,10.888619,5.000000,0.994632,0.103476,0.103476,-0.994632,6.404653,5.255024,-0.175603,4497.000000,5.178878,7.256245,20,28.556349,25.942244,0,697,559,686.000000,552.000000,709.000000,564.000000,145.124893,709,570,685,550,413.000000,696,559
220,6,12,12,0,0,0.546173,4,26.078058,229.750000,60872.917969,549.000000,685.000000,558.846313,684.448486,1106.000000,-0.955457,54.000000,25.080471,4.000000,0.998622,0.052485,0.052485,-0.998622,18.374210,5.614904,0.541573,27739.000000,155.529694,26.278175,4,79.556351,73.348480,0,551,684,584.000000,696.000000,512.000000,682.000000,105.112701,586,698,512,672,1106.000000,558,684
220,7,18,18,0,0,0.716783,4,20.512077,101.250000,9266.250000,938.000000,894.500000,936.338562,896.307312,1025.000000,-0.459776,57.000000,36.025368,11.000000,0.998441,0.055822,0.055822,-0.998441,14.106057,6.273004,-0.091510,36926.000000,87.144722,9.725562,31,61.041630,55.108982,0,937,896,911.000000,905.000000,965.000000,894.000000,301.492432,965,907,911,882,1025.000000,936,896
220,8,8,8,0,0,0.630719,4,25.213007,169.500000,22984.333984,527.500000,1028.000000,521.006042,1028.177002,1158.000000,-0.933153,54.000000,33.582039,7.000000,0.999807,0.019640,0.019640,-0.999807,16.532495,6.082702,-0.153719,38888.000000,113.996292,10.066442,36,70.970566,66.272163,0,527,1028,495.000000,1022.000000,561.000000,1028.000000,362.391907,561,1041,494,1015,1158.000000,521,1028
220,9,9,9,0,0,0.609769,5,24.464684,148.600006,39345.300781,976.500000,1198.500000,969.033569,1197.098999,1161.000000,-0.976313,59.000000,35.272179,10.000000,0.998519,-0.054412,-0.054412,-0.998519,17.147415,6.127695,-0.071063,40951.000000,116.490952,9.533984,38,72.556351,64.536812,0,974,1196,947.000000,1211.000000,1010.000000,1197.000000,362.291412,1010,1212,943,1185,1161.000000,969,1197
221,1,17,17,0,0,0.705556,5,26.999027,106.000000,15769.000000,1314.500000,53.000000,1308.566162,53.386616,1270.000000,-1.167947,61.000000,40.833858,19.000000,0.999487,0.032022,0.032022,-0.999487,18.173323,5.913458,-0.150652,51859.000000,94.527512,9.843502,33,74.313705,71.253067,0,1313,54,1279.000000,47.000000,1350.000000,53.000000,324.835571,1350,65,1279,41,1270.000000,1308,53
221,2,10,10,0,0,0.559702,4,22.500645,177.000000,60016.667969,343.000000,209.500000,337.211121,211.824448,900.000000,-1.086801,53.000000,27.503334,10.000000,0.986366,0.164567,0.164567,-0.986366,15.709880,4.966092,0.209457,24753.000000,100.069992,23.442389,4,73.455841,66.272163,0,343,212,376.000000,220.000000,310.000000,214.000000,93.769554,376,221,310,198,900.000000,337,211
221,3,-1,-1,0,0,0.696078,5,9.609234,24.799999,297.200012,307.000000,344.500000,307.426056,344.197174,284.000000,-0.215016,20.000000,12.869719,6.000000,-0.070697,-0.997498,0.997498,-0.070697,6.334754,3.869225,-0.030259,3655.000000,8.472464,5.578860,17,29.485281,12.041595,0,308,344,300.000000,350.000000,299.000000,338.000000,94.840622,315,356,299,333,284.000000,307,344
221,4,-1,-1,0,0,0.507812,4,10.548203,63.000000,8646.000000,343.500000,344.500000,339.903839,346.653839,260.000000,-0.985588,45.000000,29.130770,15.000000,0.982735,0.185021,0.185021,-0.982735,8.519165,3.228264,-0.051730,7574.000000,49.836746,15.437902,3,38.485283,31.048349,0,341,348,329.000000,340.000000,359.000000,348.000000,46.313709,359,352,328,337,260.000000,339,346
221,5,15,15,0,0,0.772894,4,12.503683,31.000000,160.666672,679.500000,558.000000,679.082947,558.154053,422.000000,-0.460196,17.000000,10.862559,5.000000,0.987419,0.158123,0.158123,-0.987419,6.542260,5.239069,-0.246978,4584.000000,5.331821,7.456942,23,29.727922,26.248810,0,679,559,667.000000,554.000000,692.000000,562.000000,171.509674,692,568,667,548,422.000000,679,558
221,6,-1,-1,0,0,0.611765,4,7.113470,16.500000,133.666672,702.000000,560.500000,700.711548,560.480774,104.000000,-0.371490,14.000000,11.230769,8.000000,0.966526,-0.256570,-0.256570,-0.966526,3.780556,2.379555,-0.305222,1168.000000,1.773669,5.153864,9,17.656855,16.492422,0,702,560,694.000000,563.000000,710.000000,559.000000,46.384777,710,565,694,556,104.000000,700,560
221,7,12,12,0,0,0.527736,4,28.163771,236.250000,61370.250000,544.000000,685.000000,554.470642,684.071960,1056.000000,-0.762476,50.000000,21.673296,4.000000,0.999028,0.044086,0.044086,-0.999028,21.584452,4.783305,0.749289,22887.000000,145.540039,47.142136,2,94.284271,83.150467,0,546,684,584.000000,677.000000,501.000000,682.000000,94.284271,587,696,501,674,1056.000000,554,684
221,8,-1,-1,0,0,0.678125,4,9.257172,25.750000,185.583328,1691.500000,700.500000,1690.737305,700.811035,217.000000,0.235939,52.000000,34.202766,20.000000,0.153928,-0.988082,0.988082,0.153928,4.727882,3.783732,0.094352,7422.000000,39.553356,5.453427,16,21.899494,19.235384,0,1690,701,1691.000000,710.000000,1688.000000,691.000000,87.254837,1699,710,1684,691,217.000000,1690,700
221,9,18,18,0,0,0.714080,5,21.403248,79.599998,8860.299805,917.500000,895.500000,914.342041,896.938660,994.000000,-0.596142,58.000000,35.343060,16.000000,0.997866,0.065300,0.065300,-0.997866,14.904433,5.908566,0.223309,35131.000000,67.358170,9.019127,31,64.455841,57.000000,0,916,898,889.000000,902.000000,946.000000,902.000000,279.592926,946,907,889,884,994.000000,914,896
221,10,8,8,0,0,0.630597,4,24.270390,173.250000,26722.916016,510.000000,1025.500000,504.282318,1026.452271,1183.000000,-1.037911,55.000000,33.808113,10.000000,0.998411,0.056350,0.056350,-0.998411,16.575464,6.175254,-0.063349,39995.000000,105.906548,9.797729,42,71.384773,66.007576,0,509,1027,477.000000,1032.000000,543.000000,1031.000000,411.504608,543,1039,477,1012,1183.000000,504,1026
221,11,9,9,0,0,0.515269,4,25.472109,281.750000,102010.250000,961.000000,1199.000000,951.472473,1196.729492,1198.000000,-0.837083,57.000000,35.377296,7.000000,0.998847,-0.047998,-0.047998,-0.998847,18.661430,6.063981,-0.214537,42382.000000,127.830940,16.794926,12,82.970566,67.186310,0,959,1196,933.000000,1214.000000,998.000000,1197.000000,201.539108,998,1214,924,1184,1198.000000,951,1196
222,1,17,17,0,0,0.611111,4,29.288437,204.750000,43262.917969,1291.500000,57.000000,1282.440552,56.540016,1287.000000,-0.914295,64.000000,40.753693,14.000000,0.998904,-0.046803,-0.046803,-0.998904,18.404631,6.076875,-0.371970,52450.000000,118.648735,10.455037,38,81.384773,75.953934,0,1291,56,1255.000000,66.000000,1330.000000,54.000000,397.291412,1330,70,1253,44,1287.000000,1282,56
222,2,10,10,0,0,0.537162,4,25.165361,205.500000,60827.667969,334.500000,208.500000,326.752625,210.077576,954.000000,-1.152394,50.000000,28.789309,9.000000,0.990476,0.137686,0.137686,-0.990476,17.418829,4.867572,0.060862,27465.000000,98.889572,31.980375,3,80.455841,72.560318,0,333,211,299.000000,208.000000,371.000000,217.000000,95.941124,371,220,298,197,954.000000,326,210
222,3,15,15,0,0,0.770909,4,12.470580,31.500000,153.000000,666.000000,558.500000,665.570740,558.205200,424.000000,-0.472516,16.000000,10.849056,5.000000,0.994378,0.105892,0.105892,-0.994378,6.463292,5.313917,-0.183733,4600.000000,6.095140,7.840272,18,28.970562,22.360680,0,666,559,654.000000,556.000000,676.000000,552.000000,141.124893,678,569,654,548,424.000000,665,558
222,4,-1,-1,0,0,0.635417,3,7.475479,23.333334,386.333344,690.500000,558.500000,688.278687,558.827881,122.000000,-0.136553,15.000000,11.229508,8.000000,0.999837,-0.018072,-0.018072,-0.999837,3.779542,2.884594,0.135412,1370.000000,1.930933,5.983757,8,17.656855,13.928389,0,690,559,685.000000,553.000000,698.000000,558.000000,47.870056,698,564,683,553,122.000000,688,558
222,5,12,12,0,0,0.702020,5,14.344807,47.200001,3536.199951,569.500000,685.500000,571.933472,684.769775,556.000000,-0.062005,17.000000,11.357914,3.000000,0.983664,0.180016,0.180016,-0.983664,9.623168,5.110029,-0.537700,6315.000000,7.247797,7.666874,23,40.798988,34.132095,0,570,684,587.000000,690.000000,553.000000,687.000000,176.338089,587,696,552,675,556.000000,571,684
222,6,-1,-1,0,0,0.564972,4,16.158390,57.750000,2984.250000,515.000000,683.000000,517.163330,682.566650,300.000000,-0.799722,50.000000,34.526669,13.000000,0.998741,0.050169,0.050169,-0.998741,14.285740,1.777595,-0.583209,10358.000000,89.275955,29.621321,2,59.242641,58.077534,0,516,682,544.000000,685.000000,486.000000,682.000000,59.242641,544,687,486,679,300.000000,517,682
222,7,18,18,0,0,0.686232,4,21.320860,108.250000,4689.583496,887.500000,896.000000,886.518494,897.136230,947.000000,-0.461787,56.000000,35.084476,17.000000,0.999562,0.029590,0.029590,-0.999562,15.043283,5.558312,0.357501,33225.000000,58.501839,8.414069,35,67.284271,59.841457,0,887,897,858.000000,905.000000,917.000000,895.000000,294.492432,917,907,858,885,947.000000,886,897
222,8,8,8,0,0,0.654497,5,25.362379,130.600006,20835.300781,491.500000,1026.000000,485.534363,1026.053345,1237.000000,-0.996142,55.000000,34.271626,9.000000,0.999993,0.003798,0.003798,-0.999993,17.532661,6.091969,-0.143216,42394.000000,108.029694,10.178989,33,72.727921,69.180923,0,490,1027,457.000000,1022.000000,526.000000,1027.000000,335.906647,526,1039,457,1013,1237.000000,485,1026
222,9,9,9,0,0,0.530736,4,26.350138,271.000000,96248.664062,943.000000,1199.500000,933.738159,1197.433105,1226.000000,-0.847203,57.000000,35.489395,9.000000,0.996697,-0.081210,-0.081210,-0.996697,18.943209,6.093601,-0.247276,43510.000000,119.430962,12.637443,25,82.556351,64.845970,0,941,1197,919.000000,1214.000000,981.000000,1195.000000,315.936066,981,1214,905,1185,1226.000000,933,1197
223,1,17,17,0,0,0.669841,4,25.775143,156.000000,29820.666016,1269.500000,62.000000,1263.345215,60.961296,1266.000000,-0.859668,64.000000,40.620853,10.000000,0.996723,-0.080895,-0.080895,-0.996723,17.493397,6.190199,-0.371044,51426.000000,131.325439,10.593402,36,75.213203,69.354164,0,1269,61,1235.000000,62.000000,1304.000000,55.000000,381.362488,1304,75,1235,49,1266.000000,1263,60
223,2,10,10,0,0,0.494118,4,30.331812,268.750000,88190.250000,332.000000,209.000000,320.372375,209.594284,1050.000000,-1.096736,52.000000,30.303810,11.000000,0.990421,0.138083,0.138083,-0.990421,19.513290,4.985471,-0.008703,31819.000000,85.594368,45.520817,2,91.041634,84.148682,0,331,211,290.000000,212.000000,374.000000,217.000000,91.041634,374,221,290,197,1050.000000,320,209
223,3,15,15,0,0,0.831349,5,12.592488,17.000000,152.000000,654.500000,560.000000,653.918884,559.952271,419.000000,-0.288078,17.000000,10.651551,4.000000,0.999778,-0.021073,-0.021073,-0.999778,6.307036,5.369633,-0.320850,4463.000000,6.971662,8.688543,14,28.384777,23.537205,0,655,560,643.000000,560.000000,666.000000,565.000000,121.639610,666,570,643,550,419.000000,653,559
223,4,-1,-1,0,0,0.648485,4,7.095903,14.500000,253.666672,678.000000,560.000000,676.130859,559.794373,107.000000,-0.784838,14.000000,11.140187,8.000000,0.922551,-0.385875,-0.385875,-0.922551,3.491926,2.624357,0.004920,1192.000000,1.896235,4.768713,11,16.485281,15.231546,0,677,559,671.000000,564.000000,685.000000,558.000000,52.455845,685,565,671,555,107.000000,676,559
223,5,12,12,0,0,0.609687,6,10.066555,22.833334,1008.166687,594.000000,669.000000,595.612122,670.098145,214.000000,0.000976,15.000000,10.677570,8.000000,0.983504,-0.180886,-0.180886,-0.983504,6.450133,3.180289,0.388507,2285.000000,1.751179,19.106602,2,30.970562,26.305893,1,594,674,607.000000,671.000000,581.000000,675.000000,46.455845,607,675,581,663,214.000000,595,670
223,6,18,18,0,0,0.670198,4,22.106323,116.750000,19315.583984,861.000000,895.500000,856.174927,897.008423,949.000000,-0.582841,57.000000,34.950474,16.000000,0.997195,0.074844,0.074844,-0.997195,14.536303,5.797544,0.248622,33168.000000,63.267303,9.001307,28,66.284271,58.137768,0,860,898,832.000000,906.000000,890.000000,902.000000,252.036575,890,907,832,884,949.000000,856,897
223,7,8,8,0,0,0.639918,5,26.555515,140.000000,30004.000000,479.500000,1025.000000,471.857727,1025.406738,1244.000000,-0.860933,57.000000,34.094051,6.000000,0.999618,0.027630,0.027630,-0.999618,17.838381,6.110942,-0.255135,42413.000000,117.826363,9.960097,36,75.798988,68.731361,0,478,1026,447.000000,1037.000000,515.000000,1027.000000,358.563507,515,1038,444,1012,1244.000000,471,1025
223,8,9,9,0,0,0.644828,5,20.845181,123.599998,24653.800781,914.500000,1199.500000,910.249573,1197.722778,1122.000000,-1.043790,58.000000,35.550800,8.000000,0.996939,-0.078186,-0.078186,-0.996939,15.153134,6.527339,-0.194633,39888.000000,123.466667,9.113648,35,66.041634,42.379242,0,913,1196,903.000000,1212.000000,943.000000,1198.000000,318.977692,943,1214,886,1185,1122.000000,910,1197
224,1,17,17,0,0,0.646998,4,24.929749,170.500000,29423.000000,1256.000000,63.500000,1249.493652,62.744801,1250.000000,-0.748303,62.000000,40.548000,8.000000,0.999662,-0.026001,-0.026001,-0.999662,17.200321,6.214577,-0.456219,50685.000000,140.452499,10.239849,36,73.556351,68.117546,0,1254,63,1222.000000,56.000000,1290.000000,60.000000,368.634552,1290,77,1222,50,1250.000000,1249,62
224,2,10,10,0,0,0.570899,4,25.190001,202.750000,42820.917969,319.500000,208.000000,313.021301,209.134384,1079.000000,-0.849489,52.000000,32.157555,11.000000,0.987000,0.160722,0.160722,-0.987000,16.317848,5.594609,-0.153229,34698.000000,73.426521,9.015653,36,75.627419,69.115845,0,318,210,354.000000,214.000000,285.000000,210.000000,324.563507,354,221,285,195,1079.000000,313,209
224,3,15,15,0,0,0.729167,5,12.024961,28.600000,344.299988,621.500000,370.500000,622.083130,370.651947,385.000000,-0.319175,17.000000,10.890909,6.000000,0.975150,-0.221546,-0.221546,-0.975150,5.836973,5.365996,0.011453,4193.000000,4.523164,7.202691,20,26.899494,10.049875,0,622,371,633.000000,375.000000,632.000000,365.000000,144.053818,633,381,610,360,385.000000,622,370
224,4,12,12,0,0,0.667832,5,14.923163,57.000000,3936.000000,655.000000,561.500000,652.076782,561.169312,573.000000,-0.008089,17.000000,10.834206,4.000000,0.998562,-0.053602,-0.053602,-0.998562,10.317229,4.975348,-0.340108,6208.000000,6.071989,7.601392,27,42.970562,38.832977,0,654,561,636.000000,568.000000,674.000000,560.000000,205.237595,674,572,636,551,573.000000,652,561
224,5,18,18,0,0,0.724286,4,20.518190,96.500000,12443.000000,837.500000,895.000000,834.367859,896.494080,1014.000000,-0.413810,59.000000,35.780079,12.000000,0.997575,0.069603,0.069603,-0.997575,14.562084,6.060853,-0.058240,36281.000000,79.982208,9.560480,28,63.284271,55.145264,0,836,897,810.000000,906.000000,865.000000,902.000000,267.693420,865,907,810,883,1014.000000,834,896
224,6,8,8,0,0,0.648709,5,25.079081,125.199997,23408.699219,469.500000,1024.000000,462.622833,1024.232666,1156.000000,-0.932330,55.000000,33.156574,5.000000,0.999019,0.044279,0.044279,-0.999019,16.220253,6.166117,-0.180182,38329.000000,129.900223,9.913649,35,70.970566,65.192024,0,468,1025,437.000000,1031.000000,502.000000,1026.000000,346.977692,502,1037,437,1011,1156.000000,462,1024
224,7,9,9,0,0,0.617989,4,22.339933,180.500000,45013.667969,898.000000,1199.500000,892.381836,1197.409302,1168.000000,-0.922862,57.000000,35.727741,8.000000,0.994129,-0.108201,-0.108201,-0.994129,16.179873,6.449314,-0.282933,41730.000000,124.338547,9.160839,40,73.041634,49.244289,0,896,1196,883.000000,1213.000000,928.000000,1193.000000,366.433563,929,1214,867,1185,1168.000000,892,1197
225,1,17,17,0,0,0.675325,4,23.480515,150.000000,22744.000000,1237.500000,62.500000,1232.336548,63.215546,1248.000000,-1.059356,61.000000,40.511219,13.000000,0.997497,0.070709,0.070709,-0.997497,17.017162,6.214844,-0.308796,50558.000000,122.926155,10.544250,35,71.384773,62.169125,0,1236,64,1209.000000,50.000000,1270.000000,62.000000,369.048767,1270,76,1205,49,1248.000000,1232,63
225,2,10,10,0,0,0.434343,4,38.717632,392.000000,240558.671875,332.000000,208.500000,313.027405,210.126251,1204.000000,-0.853570,52.000000,34.451828,11.000000,0.991887,0.127120,0.127120,-0.991887,20.011089,5.898414,-0.387996,41480.000000,79.324089,52.520817,2,105.041634,98.615417,0,330,213,283.000000,206.000000,381.000000,217.000000,105.041634,381,222,283,195,1204.000000,313,210
225,3,15,15,0,0,0.740530,4,11.993083,34.250000,116.916664,635.500000,367.500000,635.823547,367.485931,391.000000,-0.294019,17.000000,10.930946,5.000000,0.988266,0.152744,0.152744,-0.988266,5.873957,5.407600,-0.294149,4274.000000,6.396766,6.978053,21,26.727922,8.246211,0,636,367,647.000000,372.000000,645.000000,364.000000,146.539108,647,378,624,357,391.000000,635,367
225,4,19,19,0,0,0.632955,4,15.162239,80.750000,4142.916504,650.500000,562.500000,647.579895,562.010742,557.000000,0.092878,17.000000,10.933573,4.000000,0.998721,-0.050552,-0.050552,-0.998721,10.190925,4.910405,-0.469415,6090.000000,6.291817,9.703136,17,42.970562,30.594116,0,650,563,631.000000,561.000000,661.000000,555.000000,164.953323,670,573,631,552,557.000000,647,562
225,5,-1,-1,0,0,0.777778,4,8.664019,9.000000,115.333336,725.000000,556.500000,724.380981,556.079346,126.000000,-0.700334,52.000000,39.373016,26.000000,0.999240,-0.038975,-0.038975,-0.999240,7.216219,1.407516,-0.233277,4961.000000,36.535461,5.371320,8,27.242641,26.172504,0,725,556,712.000000,558.000000,738.000000,555.000000,42.970562,738,559,712,554,126.000000,724,556
225,6,12,12,0,0,0.721340,5,12.241611,31.600000,403.299988,660.000000,651.000000,659.312988,650.731079,409.000000,0.040655,17.000000,10.933986,4.000000,0.982759,0.184891,0.184891,-0.982759,6.516144,5.304461,-0.368553,4472.000000,5.293931,6.740191,23,31.798990,26.076809,0,659,651,673.000000,647.000000,647.000000,645.000000,155.024384,673,661,647,641,409.000000,659,650
225,7,18,18,0,0,0.697439,4,19.654041,112.250000,15768.250000,817.000000,893.500000,813.380676,895.050232,1035.000000,-0.591220,57.000000,36.715942,10.000000,0.993308,0.115494,0.115494,-0.993308,14.001482,6.400366,-0.233316,38001.000000,87.894188,10.172699,28,60.698486,51.156624,0,815,895,791.000000,906.000000,842.000000,902.000000,284.835571,843,907,791,880,1035.000000,813,895
225,8,8,8,0,0,0.657727,4,22.210411,134.000000,14150.666992,460.500000,1023.000000,455.651459,1023.605835,1030.000000,-1.047451,53.000000,31.119417,5.000000,0.999234,0.039135,0.039135,-0.999234,14.267087,6.203786,-0.025929,32053.000000,136.975067,9.483168,37,62.798988,57.314919,0,460,1023,432.000000,1031.000000,489.000000,1025.000000,350.877197,489,1036,432,1010,1030.000000,455,1023
225,9,9,9,0,0,0.619645,4,24.453907,182.000000,40958.000000,880.500000,1199.000000,873.596985,1197.350708,1186.000000,-0.921239,56.000000,35.704048,8.000000,0.998096,-0.061685,-0.061685,-0.998096,16.451946,6.425270,-0.295579,42345.000000,119.044792,10.035872,36,74.798988,49.648766,0,878,1197,866.000000,1213.000000,913.000000,1197.000000,361.291412,913,1213,848,1185,1186.000000,873,1197
226,1,17,17,0,0,0.601140,4,27.494080,210.000000,57866.000000,1201.500000,57.000000,1195.135132,59.064770,1266.000000,-0.859653,59.000000,38.906792,10.000000,0.992990,0.118201,0.118201,-0.992990,18.776278,5.839755,-0.371229,49256.000000,126.105057,9.265705,39,82.384773,77.006493,0,1200,60,1163.000000,61.000000,1240.000000,62.000000,361.362488,1240,70,1163,44,1266.000000,1195,59
226,2,10,10,0,0,0.613006,4,25.017620,181.500000,27205.666016,315.000000,210.500000,309.143463,211.269562,1150.000000,-0.924188,53.000000,34.575653,10.000000,0.990968,0.134096,0.134096,-0.990968,15.912207,6.083028,-0.330178,39762.000000,81.689491,9.893375,38,70.798988,61.684681,0,315,212,348.000000,215.000000,289.000000,197.000000,375.948273,348,224,282,197,1150.000000,309,211
226,3,15,15,0,0,0.720000,4,12.634449,40.250000,256.250000,645.000000,364.000000,645.828491,364.323669,414.000000,-0.456943,18.000000,11.234300,5.000000,0.997638,0.068691,0.068691,-0.997638,5.919131,5.647987,-0.334365,4651.000000,7.382302,7.513416,21,26.313709,21.470911,0,646,364,633.000000,364.000000,652.000000,354.000000,157.781754,657,375,633,353,414.000000,645,364
226,4,19,19,0,0,0.747795,4,12.532354,35.750000,48.250000,616.000000,555.000000,615.891479,554.849060,424.000000,-0.274387,16.000000,10.750000,6.000000,0.994685,0.102967,0.102967,-0.994685,6.804293,5.093194,0.074656,4558.000000,3.229953,7.156974,21,30.384777,21.213203,0,616,555,606.000000,546.000000,627.000000,549.000000,150.296463,629,565,603,545,424.000000,615,554
226,5,12,12,0,0,0.770661,5,11.673120,22.200001,312.700012,668.500000,653.500000,668.613953,652.731934,373.000000,-0.397169,20.000000,12.190349,5.000000,0.722947,0.690903,0.690903,-0.722947,5.939151,5.072815,-0.254253,4547.000000,8.953044,7.396795,19,26.798990,23.430750,0,669,653,676.000000,663.000000,658.000000,648.000000,140.539108,679,664,658,643,373.000000,668,652
